random_state_test_split,random_state_rf,score
0,0,0.8060789568830304
0,1,0.827473779092086
0,2,0.8309732726603012
0,3,0.8197894233335646
0,4,0.8434019056613244
0,5,0.843775732410283
0,6,0.832919978556039
0,7,0.806133043288511
0,8,0.8280813927947848
0,9,0.8275146408949231
0,10,0.8354336582847534
0,11,0.8108066935810612
0,12,0.8507318472909571
0,13,0.8356867534194508
0,14,0.8223025808667155
0,15,0.8448036874317515
0,16,0.8225054146784343
0,17,0.8297642332723301
0,18,0.771040274267554
0,19,0.8032321424946367
0,20,0.8327930980890188
0,21,0.802345676361075
0,22,0.8464762667664757
0,23,0.8216986094780714
0,24,0.8347050388151225
0,25,0.8202385245729893
0,26,0.8158963770789828
0,27,0.8518650247184534
0,28,0.8323214380012547
0,29,0.8106989646363291
0,30,0.8437377687928229
0,31,0.8295600939717025
0,32,0.84842959149098
0,33,0.8128779822833406
0,34,0.798822945090288
0,35,0.8231557700879985
0,36,0.8237608380873255
0,37,0.7860580834208717
0,38,0.8418663112777728
0,39,0.818194024503113
0,40,0.8219505949471967
0,41,0.8152063086968212
0,42,0.8404425842387933
0,43,0.8294765296266674
0,44,0.8362088053790843
0,45,0.7900899031464306
0,46,0.7917745451986696
0,47,0.8374817353942391
0,48,0.8314145409662745
0,49,0.8358213493259206
0,50,0.8057976501330195
0,51,0.8399078037623016
0,52,0.8118598184286862
0,53,0.8571564976369672
0,54,0.8451481798449353
0,55,0.8422123702776468
0,56,0.8159471475426358
0,57,0.7976937624588518
0,58,0.8138875690758659
0,59,0.8340391219777686
0,60,0.8478421867565853
0,61,0.8118435650917749
0,62,0.7878237571696636
0,63,0.8298763094951276
0,64,0.8330933997026488
0,65,0.8275367428221446
0,66,0.82158487528436
0,67,0.8237687885147786
0,68,0.8098807102982384
0,69,0.8201756391722652
0,70,0.8366517708206388
0,71,0.8596384148205367
0,72,0.8276355813874097
0,73,0.8082928049741216
0,74,0.8142545420080547
0,75,0.850992971182442
0,76,0.7981509707843986
0,77,0.8201583936637834
0,78,0.8525512157985567
0,79,0.821665032303344
0,80,0.8211106433834461
0,81,0.8273841311687371
0,82,0.7965090704390247
0,83,0.78789388803383
0,84,0.8245335308625084
0,85,0.8457444488490189
0,86,0.8276287406255289
0,87,0.8142450119390225
0,88,0.8086800913137271
0,89,0.8224350749360425
0,90,0.815308319600134
0,91,0.8498464255485224
0,92,0.8290421281923528
0,93,0.7984906198337316
0,94,0.860123103687608
