random_state_test_split,random_state_rf,score
6,87,0.9031069044231198
6,88,0.8973842365361815
6,89,0.8851095772440007
6,90,0.8873279097097898
6,91,0.900881263830363
6,92,0.9173010711723399
6,93,0.9105203803576595
6,94,0.9097584969276548
6,95,0.8816691702063328
6,96,0.8874380514257627
6,97,0.9126730371503992
6,98,0.8850299339952158
6,99,0.9054643323103154
6,100,0.9032272744929156
7,0,0.9317596627728678
7,1,0.9303235639834248
7,2,0.9403621932111111
7,3,0.9428016344808618
7,4,0.9416957823654831
7,5,0.9337562769995466
7,6,0.9447255308445885
7,7,0.9366693843324553
7,8,0.9470632219780369
7,9,0.9417818075234697
7,10,0.9397297997277857
7,11,0.9406747905036931
7,12,0.9415399976130265
7,13,0.9406565569066067
7,14,0.9347872502124664
7,15,0.9367693831010621
7,16,0.9425309088592273
7,17,0.9385778731676789
7,18,0.9395060892108292
7,19,0.9357308423385846
7,20,0.9359471151842511
7,21,0.9369568026312275
7,22,0.9467933628572371
7,23,0.9349911997503083
7,24,0.9461551474766962
7,25,0.930028730401578
7,26,0.9453956706226501
7,27,0.9379109646715926
7,28,0.9386613654037033
7,29,0.9411316290428593
7,30,0.9476529372009777
7,31,0.9324608657637072
7,32,0.9464609197646661
7,33,0.9415257600758078
7,34,0.9327012194567765
7,35,0.9364356671630236
7,36,0.9400583069454541
7,37,0.9350579207064477
7,38,0.934822895970591
7,39,0.9444921258162712
7,40,0.9344705207710162
7,41,0.9214270809780619
7,42,0.940886847244683
7,43,0.9385737712148052
7,44,0.9453690834041705
7,45,0.941323097431521
7,46,0.9392050313058117
7,47,0.9334087557691596
7,48,0.9360236148737339
7,49,0.9429470321808104
7,50,0.940771591897972
7,51,0.9419488345538302
7,52,0.9305362259456063
7,53,0.9378078777414494
7,54,0.936608128770035
7,55,0.9419474057302274
7,56,0.9390811870618141
7,57,0.9338123669248637
7,58,0.938746425495036
7,59,0.9335210770470681
7,60,0.9411871299466482
7,61,0.9514546117497882
7,62,0.9411006902074134
7,63,0.9325910510556966
7,64,0.9394123766804913
7,65,0.936901077453416
7,66,0.9431699827110117
7,67,0.9407577118771907
7,68,0.9446449719971436
7,69,0.9435751991047248
7,70,0.9372607034773209
7,71,0.9285031425580226
7,72,0.9402251992990163
7,73,0.9392527550477878
7,74,0.9425586827640344
7,75,0.9442070114408448
7,76,0.9282349744572912
7,77,0.9322422351165817
7,78,0.9384078615767314
7,79,0.9441974944085872
7,80,0.925030533808421
7,81,0.9421727925833039
7,82,0.941261901085487
7,83,0.9402538889099334
7,84,0.9324384756701983
7,85,0.9362000643039972
7,86,0.9454074237185963
7,87,0.9459110736060198
7,88,0.9373468820773935
7,89,0.9457891935952144
7,90,0.9402918003806053
7,91,0.9421438385430143
7,92,0.9392545797243198
7,93,0.9314163632294239
7,94,0.9469363194579606
7,95,0.9376155401310603
7,96,0.9208282317846394
7,97,0.9287573168410688
7,98,0.9346685567959301
7,99,0.940041497580464
7,100,0.9337104549176228
8,0,0.9348470183260774
8,1,0.9309825500825837
8,2,0.9378930951274258
8,3,0.9305243665678697
8,4,0.918717418891929
8,5,0.9294104765483092
8,6,0.9280097070601516
8,7,0.9195157516494247
8,8,0.931332779125496
8,9,0.9396816608530704
8,10,0.9343579667768327
8,11,0.9362183851017424
8,12,0.9254816970261688
8,13,0.9255566004841959
8,14,0.9302623360589426
8,15,0.9331629086906901
8,16,0.9237884000708985
8,17,0.925633595767214
8,18,0.9288525064774535
8,19,0.9347015549515894
8,20,0.9306120200444175
8,21,0.9302516212179589
8,22,0.9363947512412024
8,23,0.9401767584064235
8,24,0.9344555453451825
8,25,0.9299867215273119
8,26,0.9143560276157389
8,27,0.9357869605894036
8,28,0.9291973509732947
8,29,0.9258676467092494
8,30,0.936405940599993
8,31,0.9426926468850039
8,32,0.9260032602675353
8,33,0.9328733570303824
8,34,0.9244419745607929
8,35,0.9349243063972384
8,36,0.9315972092711039
8,37,0.9354389404288554
8,38,0.9312225753708816
8,39,0.9305211129306914
8,40,0.9342567856750819
8,41,0.9265940077710092
8,42,0.9200670994802704
8,43,0.9268012557977101
8,44,0.9289070563709682
8,45,0.9354250484365966
8,46,0.9293405054312239
8,47,0.93776191477839
8,48,0.9426317578703514
8,49,0.9270988528699396
8,50,0.934383684392194
8,51,0.9401638829241844
8,52,0.9357656363748401
8,53,0.9327846823078457
8,54,0.9331900733551414
8,55,0.933462722604343
8,56,0.9290545418727668
8,57,0.9295069632126399
8,58,0.9280279327010629
8,59,0.9299313627828731
8,60,0.9248506463455354
8,61,0.9235646005289457
8,62,0.9362924181280895
8,63,0.9384891227103825
8,64,0.9291039456094841
8,65,0.9305432436018837
8,66,0.9317522466705188
8,67,0.9288162508832488
8,68,0.9286395403730475
8,69,0.9359063626750292
8,70,0.9237377495508126
8,71,0.9333623540238927
8,72,0.9390554299025545
8,73,0.9358386074521737
8,74,0.9318025789860938
8,75,0.9358506161467981
8,76,0.9424128519659474
8,77,0.9355148620281806
8,78,0.9324731712868777
8,79,0.9302129256524021
8,80,0.9323035714003589
8,81,0.9302799312897263
8,82,0.9305910701292894
8,83,0.9304653610744948
8,84,0.9349408617144209
8,85,0.9374805628568242
8,86,0.9341652274313629
8,87,0.9319241921642025
8,88,0.925890248280494
8,89,0.9366277383398365
8,90,0.9413397848303932
8,91,0.932307236922151
8,92,0.9246479354036765
8,93,0.9234033383294283
8,94,0.9403224979931619
8,95,0.9291308104476161
8,96,0.9113776945393653
8,97,0.9371293383131778
8,98,0.9379412029977153
8,99,0.932009746817049
8,100,0.9370611961484798
9,0,0.938632022838675
9,1,0.940733067056777
9,2,0.9289965280452963
9,3,0.9399997168029208
9,4,0.9376531618462896
9,5,0.935826462026426
9,6,0.9411366991144114
9,7,0.9354075778822559
9,8,0.9398279676768776
9,9,0.9326944092559456
9,10,0.9389100410819602
9,11,0.9339524658823786
9,12,0.9373385664566897
9,13,0.9346395579663743
9,14,0.9327594133794689
9,15,0.9366520337829356
9,16,0.9380721727636389
9,17,0.9346489761630101
9,18,0.9355069910941398
9,19,0.9334448002501345
9,20,0.9372521356098034
9,21,0.9399168466600326
9,22,0.9340508914126198
9,23,0.9341782019202177
9,24,0.9398540602221777
9,25,0.9396317448632621
9,26,0.9399370591520825
9,27,0.9292250560082123
9,28,0.9332362882681662
9,29,0.9315968151965917
9,30,0.9353594875709756
9,31,0.9366481734678083
9,32,0.9384037305229048
9,33,0.9347203872610536
9,34,0.9338401386069766
9,35,0.9357283459230114
9,36,0.9364241319403869
9,37,0.9377687688742428
9,38,0.9407530773482817
9,39,0.9415323136908865
9,40,0.9355112310809969
9,41,0.9353875028944632
9,42,0.9340848567948532
9,43,0.9426952212442593
9,44,0.9393224170105099
9,45,0.9277683885231142
9,46,0.9365220749523613
9,47,0.936348190876978
9,48,0.9414374741432322
9,49,0.9342035637945971
