Code,Name,Year,Tenure,Number_of_households,Number_Confidence_Intervals,Percent_of_households_in_borough,Percent_Confidence_Intervals
E09000023,Lewisham,2010,Own.Outright,19700,4700,16.3,3.9
E09000024,Merton,2010,Own.Outright,24500,4400,29.4,5.2
E09000025,Newham,2010,Own.Outright,18200,4900,15.9,4.2
E09000026,Redbridge,2010,Own.Outright,27800,4500,28.1,4.6
E09000027,Richmond upon Thames,2010,Own.Outright,29000,4300,36.1,5.3
E09000028,Southwark,2010,Own.Outright,16500,4400,12.8,3.4
E09000029,Sutton,2010,Own.Outright,29000,4300,36.3,5.4
E09000030,Tower Hamlets,2010,Own.Outright,12400,4100,10.6,3.5
E09000031,Waltham Forest,2010,Own.Outright,18000,4400,18.9,4.6
E09000032,Wandsworth,2010,Own.Outright,27100,6000,21.5,4.8
E09000033,Westminster,2010,Own.Outright,18500,4000,17.4,3.8
E13000001,Inner London,2010,Own.Outright,252900,16000,17.9,1.1
E13000002,Outer London,2010,Own.Outright,553600,21900,28.5,1.1
E12000001,North East,2010,Own.Outright,378600,11400,33,1
E12000002,North West,2010,Own.Outright,864000,20700,35.3,0.8
E12000003,Yorkshire and The Humber,2010,Own.Outright,759100,20600,33.4,0.9
E12000004,East Midlands,2010,Own.Outright,668000,23600,34.2,1.2
E12000005,West Midlands,2010,Own.Outright,845700,22100,36,0.9
E12000006,East of England,2010,Own.Outright,885200,26300,35.3,1
E12000007,London,2010,Own.Outright,811000,27400,24.1,0.8
E12000008,South East,2010,Own.Outright,1329900,28600,36.6,0.8
E12000009,South West,2010,Own.Outright,896800,21300,38.6,0.9
W92000004,Wales,2010,Own.Outright,554300,10500,41.4,0.8
S92000003,Scotland,2010,Own.Outright,875600,17200,35.7,0.7
N92000002,Northern Ireland,2010,Own.Outright,259800,13500,34.5,1.8
K02000001,UK,2010,Own.Outright,9128000,69400,34.4,0.3
E09000001,City of London,2009,Own.Outright,-,-,-,-
E09000002,Barking and Dagenham,2009,Own.Outright,11800,2900,17.5,4.2
E09000003,Barnet,2009,Own.Outright,46200,7200,32.4,5
E09000004,Bexley,2009,Own.Outright,36500,4700,37.5,4.9
E09000005,Brent,2009,Own.Outright,20500,4200,20,4.1
E09000006,Bromley,2009,Own.Outright,47100,6600,34.9,4.9
E09000007,Camden,2009,Own.Outright,24600,4700,22.6,4.3
E09000008,Croydon,2009,Own.Outright,35800,6300,24.1,4.3
E09000009,Ealing,2009,Own.Outright,35800,6500,30.2,5.5
E09000010,Enfield,2009,Own.Outright,35200,6300,27.8,4.9
E09000011,Greenwich,2009,Own.Outright,16800,4300,15.7,4
E09000012,Hackney,2009,Own.Outright,14500,4000,12.9,3.5
E09000013,Hammersmith and Fulham,2009,Own.Outright,18400,3500,24.4,4.6
E09000014,Haringey,2009,Own.Outright,20000,3900,20.4,4
E09000015,Harrow,2009,Own.Outright,28900,4500,32.4,5.1
E09000016,Havering,2009,Own.Outright,37800,5200,37.4,5.2
E09000017,Hillingdon,2009,Own.Outright,27300,5000,25.7,4.7
E09000018,Hounslow,2009,Own.Outright,24100,5100,25.4,5.4
E09000019,Islington,2009,Own.Outright,16700,4000,16.1,3.8
E09000020,Kensington and Chelsea,2009,Own.Outright,19200,3000,27.9,4.4
E09000021,Kingston upon Thames,2009,Own.Outright,21500,3400,33,5.3
E09000022,Lambeth,2009,Own.Outright,27200,6600,20.1,4.9
E09000023,Lewisham,2009,Own.Outright,19700,4700,16.3,3.9
E09000024,Merton,2009,Own.Outright,24500,4400,29.4,5.2
E09000025,Newham,2009,Own.Outright,18200,4900,15.9,4.2
E09000026,Redbridge,2009,Own.Outright,27800,4500,28.1,4.6
E09000027,Richmond upon Thames,2009,Own.Outright,29000,4300,36.1,5.3
E09000028,Southwark,2009,Own.Outright,16500,4400,12.8,3.4
E09000029,Sutton,2009,Own.Outright,29000,4300,36.3,5.4
E09000030,Tower Hamlets,2009,Own.Outright,12400,4100,10.6,3.5
E09000031,Waltham Forest,2009,Own.Outright,18000,4400,18.9,4.6
E09000032,Wandsworth,2009,Own.Outright,27100,6000,21.5,4.8
E09000033,Westminster,2009,Own.Outright,18500,4000,17.4,3.8
E13000001,Inner London,2009,Own.Outright,252900,16000,17.9,1.1
E13000002,Outer London,2009,Own.Outright,553600,21900,28.5,1.1
E12000001,North East,2009,Own.Outright,378600,11400,33,1
E12000002,North West,2009,Own.Outright,864000,20700,35.3,0.8
E12000003,Yorkshire and The Humber,2009,Own.Outright,759100,20600,33.4,0.9
E12000004,East Midlands,2009,Own.Outright,668000,23600,34.2,1.2
E12000005,West Midlands,2009,Own.Outright,845700,22100,36,0.9
E12000006,East of England,2009,Own.Outright,885200,26300,35.3,1
E12000007,London,2009,Own.Outright,811000,27400,24.1,0.8
E12000008,South East,2009,Own.Outright,1329900,28600,36.6,0.8
E12000009,South West,2009,Own.Outright,896800,21300,38.6,0.9
W92000004,Wales,2009,Own.Outright,554300,10500,41.4,0.8
S92000003,Scotland,2009,Own.Outright,875600,17200,35.7,0.7
N92000002,Northern Ireland,2009,Own.Outright,259800,13500,34.5,1.8
K02000001,UK,2009,Own.Outright,9128000,69400,34.4,0.3
E09000001,City of London,2008,Own.Outright,-,-,-,-
E09000002,Barking and Dagenham,2008,Own.Outright,11800,2900,17.5,4.2
E09000003,Barnet,2008,Own.Outright,46200,7200,32.4,5
E09000004,Bexley,2008,Own.Outright,36500,4700,37.5,4.9
E09000005,Brent,2008,Own.Outright,20500,4200,20,4.1
E09000006,Bromley,2008,Own.Outright,47100,6600,34.9,4.9
E09000007,Camden,2008,Own.Outright,24600,4700,22.6,4.3
E09000008,Croydon,2008,Own.Outright,35800,6300,24.1,4.3
E09000009,Ealing,2008,Own.Outright,35800,6500,30.2,5.5
E09000010,Enfield,2008,Own.Outright,35200,6300,27.8,4.9
E09000011,Greenwich,2008,Own.Outright,16800,4300,15.7,4
E09000012,Hackney,2008,Own.Outright,14500,4000,12.9,3.5
E09000013,Hammersmith and Fulham,2008,Own.Outright,18400,3500,24.4,4.6
E09000014,Haringey,2008,Own.Outright,20000,3900,20.4,4
E09000015,Harrow,2008,Own.Outright,28900,4500,32.4,5.1
E09000016,Havering,2008,Own.Outright,37800,5200,37.4,5.2
E09000017,Hillingdon,2008,Own.Outright,27300,5000,25.7,4.7
E09000018,Hounslow,2008,Own.Outright,24100,5100,25.4,5.4
E09000019,Islington,2008,Own.Outright,16700,4000,16.1,3.8
E09000020,Kensington and Chelsea,2008,Own.Outright,19200,3000,27.9,4.4
E09000021,Kingston upon Thames,2008,Own.Outright,21500,3400,33,5.3
E09000022,Lambeth,2008,Own.Outright,27200,6600,20.1,4.9
E09000023,Lewisham,2008,Own.Outright,19700,4700,16.3,3.9
E09000024,Merton,2008,Own.Outright,24500,4400,29.4,5.2
E09000025,Newham,2008,Own.Outright,18200,4900,15.9,4.2
E09000026,Redbridge,2008,Own.Outright,27800,4500,28.1,4.6
E09000027,Richmond upon Thames,2008,Own.Outright,29000,4300,36.1,5.3
E09000028,Southwark,2008,Own.Outright,16500,4400,12.8,3.4
E09000029,Sutton,2008,Own.Outright,29000,4300,36.3,5.4
E09000030,Tower Hamlets,2008,Own.Outright,12400,4100,10.6,3.5
E09000031,Waltham Forest,2008,Own.Outright,18000,4400,18.9,4.6
E09000032,Wandsworth,2008,Own.Outright,27100,6000,21.5,4.8
E09000033,Westminster,2008,Own.Outright,18500,4000,17.4,3.8
E13000001,Inner London,2008,Own.Outright,252900,16000,17.9,1.1
E13000002,Outer London,2008,Own.Outright,553600,21900,28.5,1.1
E12000001,North East,2008,Own.Outright,378600,11400,33,1
E12000002,North West,2008,Own.Outright,864000,20700,35.3,0.8
E12000003,Yorkshire and The Humber,2008,Own.Outright,759100,20600,33.4,0.9
E12000004,East Midlands,2008,Own.Outright,668000,23600,34.2,1.2
E12000005,West Midlands,2008,Own.Outright,845700,22100,36,0.9
E12000006,East of England,2008,Own.Outright,885200,26300,35.3,1
E12000007,London,2008,Own.Outright,811000,27400,24.1,0.8
E12000008,South East,2008,Own.Outright,1329900,28600,36.6,0.8
E12000009,South West,2008,Own.Outright,896800,21300,38.6,0.9
W92000004,Wales,2008,Own.Outright,554300,10500,41.4,0.8
S92000003,Scotland,2008,Own.Outright,875600,17200,35.7,0.7
N92000002,Northern Ireland,2008,Own.Outright,259800,13500,34.5,1.8
K02000001,UK,2008,Own.Outright,9128000,69400,34.4,0.3
E09000001,City of London,2007,Own.Outright,-,-,-,-
E09000002,Barking and Dagenham,2007,Own.Outright,11800,2900,17.5,4.2
E09000003,Barnet,2007,Own.Outright,46200,7200,32.4,5
E09000004,Bexley,2007,Own.Outright,36500,4700,37.5,4.9
E09000005,Brent,2007,Own.Outright,20500,4200,20,4.1
E09000006,Bromley,2007,Own.Outright,47100,6600,34.9,4.9
E09000007,Camden,2007,Own.Outright,24600,4700,22.6,4.3
E09000008,Croydon,2007,Own.Outright,35800,6300,24.1,4.3
E09000009,Ealing,2007,Own.Outright,35800,6500,30.2,5.5
E09000010,Enfield,2007,Own.Outright,35200,6300,27.8,4.9
E09000011,Greenwich,2007,Own.Outright,16800,4300,15.7,4
E09000012,Hackney,2007,Own.Outright,14500,4000,12.9,3.5
E09000013,Hammersmith and Fulham,2007,Own.Outright,18400,3500,24.4,4.6
E09000014,Haringey,2007,Own.Outright,20000,3900,20.4,4
E09000015,Harrow,2007,Own.Outright,28900,4500,32.4,5.1
E09000016,Havering,2007,Own.Outright,37800,5200,37.4,5.2
E09000017,Hillingdon,2007,Own.Outright,27300,5000,25.7,4.7
E09000018,Hounslow,2007,Own.Outright,24100,5100,25.4,5.4
E09000019,Islington,2007,Own.Outright,16700,4000,16.1,3.8
E09000020,Kensington and Chelsea,2007,Own.Outright,19200,3000,27.9,4.4
E09000021,Kingston upon Thames,2007,Own.Outright,21500,3400,33,5.3
E09000022,Lambeth,2007,Own.Outright,27200,6600,20.1,4.9
E09000023,Lewisham,2007,Own.Outright,19700,4700,16.3,3.9
E09000024,Merton,2007,Own.Outright,24500,4400,29.4,5.2
E09000025,Newham,2007,Own.Outright,18200,4900,15.9,4.2
E09000026,Redbridge,2007,Own.Outright,27800,4500,28.1,4.6
E09000027,Richmond upon Thames,2007,Own.Outright,29000,4300,36.1,5.3
E09000028,Southwark,2007,Own.Outright,16500,4400,12.8,3.4
E09000029,Sutton,2007,Own.Outright,29000,4300,36.3,5.4
E09000030,Tower Hamlets,2007,Own.Outright,12400,4100,10.6,3.5
E09000031,Waltham Forest,2007,Own.Outright,18000,4400,18.9,4.6
E09000032,Wandsworth,2007,Own.Outright,27100,6000,21.5,4.8
E09000033,Westminster,2007,Own.Outright,18500,4000,17.4,3.8
E13000001,Inner London,2007,Own.Outright,252900,16000,17.9,1.1
E13000002,Outer London,2007,Own.Outright,553600,21900,28.5,1.1
E12000001,North East,2007,Own.Outright,378600,11400,33,1
E12000002,North West,2007,Own.Outright,864000,20700,35.3,0.8
E12000003,Yorkshire and The Humber,2007,Own.Outright,759100,20600,33.4,0.9
E12000004,East Midlands,2007,Own.Outright,668000,23600,34.2,1.2
E12000005,West Midlands,2007,Own.Outright,845700,22100,36,0.9
E12000006,East of England,2007,Own.Outright,885200,26300,35.3,1
E12000007,London,2007,Own.Outright,811000,27400,24.1,0.8
E12000008,South East,2007,Own.Outright,1329900,28600,36.6,0.8
E12000009,South West,2007,Own.Outright,896800,21300,38.6,0.9
W92000004,Wales,2007,Own.Outright,554300,10500,41.4,0.8
S92000003,Scotland,2007,Own.Outright,875600,17200,35.7,0.7
N92000002,Northern Ireland,2007,Own.Outright,259800,13500,34.5,1.8
K02000001,UK,2007,Own.Outright,9128000,69400,34.4,0.3
E09000001,City of London,2006,Own.Outright,-,-,-,-
E09000002,Barking and Dagenham,2006,Own.Outright,11800,2900,17.5,4.2
E09000003,Barnet,2006,Own.Outright,46200,7200,32.4,5
E09000004,Bexley,2006,Own.Outright,36500,4700,37.5,4.9
E09000005,Brent,2006,Own.Outright,20500,4200,20,4.1
E09000006,Bromley,2006,Own.Outright,47100,6600,34.9,4.9
E09000007,Camden,2006,Own.Outright,24600,4700,22.6,4.3
E09000008,Croydon,2006,Own.Outright,35800,6300,24.1,4.3
E09000009,Ealing,2006,Own.Outright,35800,6500,30.2,5.5
E09000010,Enfield,2006,Own.Outright,35200,6300,27.8,4.9
E09000011,Greenwich,2006,Own.Outright,16800,4300,15.7,4
E09000012,Hackney,2006,Own.Outright,14500,4000,12.9,3.5
E09000013,Hammersmith and Fulham,2006,Own.Outright,18400,3500,24.4,4.6
E09000014,Haringey,2006,Own.Outright,20000,3900,20.4,4
E09000015,Harrow,2006,Own.Outright,28900,4500,32.4,5.1
E09000016,Havering,2006,Own.Outright,37800,5200,37.4,5.2
E09000017,Hillingdon,2006,Own.Outright,27300,5000,25.7,4.7
E09000018,Hounslow,2006,Own.Outright,24100,5100,25.4,5.4
E09000019,Islington,2006,Own.Outright,16700,4000,16.1,3.8
E09000020,Kensington and Chelsea,2006,Own.Outright,19200,3000,27.9,4.4
E09000021,Kingston upon Thames,2006,Own.Outright,21500,3400,33,5.3
E09000022,Lambeth,2006,Own.Outright,27200,6600,20.1,4.9
E09000023,Lewisham,2006,Own.Outright,19700,4700,16.3,3.9
E09000024,Merton,2006,Own.Outright,24500,4400,29.4,5.2
E09000025,Newham,2006,Own.Outright,18200,4900,15.9,4.2
E09000026,Redbridge,2006,Own.Outright,27800,4500,28.1,4.6
E09000027,Richmond upon Thames,2006,Own.Outright,29000,4300,36.1,5.3
E09000028,Southwark,2006,Own.Outright,16500,4400,12.8,3.4
E09000029,Sutton,2006,Own.Outright,29000,4300,36.3,5.4
E09000030,Tower Hamlets,2006,Own.Outright,12400,4100,10.6,3.5
E09000031,Waltham Forest,2006,Own.Outright,18000,4400,18.9,4.6
E09000032,Wandsworth,2006,Own.Outright,27100,6000,21.5,4.8
E09000033,Westminster,2006,Own.Outright,18500,4000,17.4,3.8
E13000001,Inner London,2006,Own.Outright,252900,16000,17.9,1.1
E13000002,Outer London,2006,Own.Outright,553600,21900,28.5,1.1
E12000001,North East,2006,Own.Outright,378600,11400,33,1
E12000002,North West,2006,Own.Outright,864000,20700,35.3,0.8
E12000003,Yorkshire and The Humber,2006,Own.Outright,759100,20600,33.4,0.9
E12000004,East Midlands,2006,Own.Outright,668000,23600,34.2,1.2
E12000005,West Midlands,2006,Own.Outright,845700,22100,36,0.9
E12000006,East of England,2006,Own.Outright,885200,26300,35.3,1
E12000007,London,2006,Own.Outright,811000,27400,24.1,0.8
E12000008,South East,2006,Own.Outright,1329900,28600,36.6,0.8
E12000009,South West,2006,Own.Outright,896800,21300,38.6,0.9
W92000004,Wales,2006,Own.Outright,554300,10500,41.4,0.8
S92000003,Scotland,2006,Own.Outright,875600,17200,35.7,0.7
N92000002,Northern Ireland,2006,Own.Outright,259800,13500,34.5,1.8
K02000001,UK,2006,Own.Outright,9128000,69400,34.4,0.3
E09000001,City of London,2018,Buying.with.mortgage,-,-,-,-
E09000002,Barking and Dagenham,2018,Buying.with.mortgage,19300,3600,26.9,5
E09000003,Barnet,2018,Buying.with.mortgage,42500,7200,29.3,5
E09000004,Bexley,2018,Buying.with.mortgage,39300,5100,38.7,5
E09000005,Brent,2018,Buying.with.mortgage,25800,5000,25.4,5
E09000006,Bromley,2018,Buying.with.mortgage,50400,7200,36.8,5.2
E09000007,Camden,2018,Buying.with.mortgage,16200,4200,14.5,3.8
E09000008,Croydon,2018,Buying.with.mortgage,54100,7700,37,5.2
E09000009,Ealing,2018,Buying.with.mortgage,41300,7500,33.3,6.1
E09000010,Enfield,2018,Buying.with.mortgage,30900,6200,24.7,4.9
E09000011,Greenwich,2018,Buying.with.mortgage,37500,6000,32.6,5.2
E09000012,Hackney,2018,Buying.with.mortgage,19000,4200,18.3,4.1
E09000013,Hammersmith and Fulham,2018,Buying.with.mortgage,14200,3200,19,4.3
E09000014,Haringey,2018,Buying.with.mortgage,24800,4600,23,4.3
E09000015,Harrow,2018,Buying.with.mortgage,25300,4200,29.5,5
E09000016,Havering,2018,Buying.with.mortgage,40100,5300,39,5.2
E09000017,Hillingdon,2018,Buying.with.mortgage,42500,5900,37.8,5.3
E09000018,Hounslow,2018,Buying.with.mortgage,34500,6500,32.4,6.1
E09000019,Islington,2018,Buying.with.mortgage,20200,4600,18.6,4.2
E09000020,Kensington and Chelsea,2018,Buying.with.mortgage,8400,2300,11.7,3.2
E09000021,Kingston upon Thames,2018,Buying.with.mortgage,20200,3400,30.6,5.2
E09000022,Lambeth,2018,Buying.with.mortgage,29600,6100,24.2,5
E09000023,Lewisham,2018,Buying.with.mortgage,41200,6200,34.4,5.2
E09000024,Merton,2018,Buying.with.mortgage,26700,4400,32.8,5.3
E09000025,Newham,2018,Buying.with.mortgage,27000,6200,23,5.3
E09000026,Redbridge,2018,Buying.with.mortgage,35200,5200,33.5,4.9
E09000027,Richmond upon Thames,2018,Buying.with.mortgage,26900,4300,34.3,5.5
E09000028,Southwark,2018,Buying.with.mortgage,30300,5700,23.6,4.4
E09000029,Sutton,2018,Buying.with.mortgage,28400,4100,36.4,5.3
E09000030,Tower Hamlets,2018,Buying.with.mortgage,22100,5700,18.2,4.7
E09000031,Waltham Forest,2018,Buying.with.mortgage,38600,5700,38.4,5.7
E09000032,Wandsworth,2018,Buying.with.mortgage,43100,6900,33.4,5.3
E09000033,Westminster,2018,Buying.with.mortgage,14300,4000,12.2,3.4
E13000001,Inner London,2018,Buying.with.mortgage,310300,17800,21.6,1.2
E13000002,Outer London,2018,Buying.with.mortgage,659400,24000,33.2,1.2
E12000001,North East,2018,Buying.with.mortgage,343600,11100,29.9,1
E12000002,North West,2018,Buying.with.mortgage,791300,20200,32.4,0.8
E12000003,Yorkshire and The Humber,2018,Buying.with.mortgage,725700,20800,31.7,0.9
E12000004,East Midlands,2018,Buying.with.mortgage,635500,23300,32.6,1.2
E12000005,West Midlands,2018,Buying.with.mortgage,711400,21400,30,0.9
E12000006,East of England,2018,Buying.with.mortgage,825700,26300,32.4,1
E12000007,London,2018,Buying.with.mortgage,969700,30200,28.3,0.9
E12000008,South East,2018,Buying.with.mortgage,1271500,29500,34.5,0.8
E12000009,South West,2018,Buying.with.mortgage,731200,20400,31.3,0.9
W92000004,Wales,2018,Buying.with.mortgage,389300,9900,28.9,0.7
S92000003,Scotland,2018,Buying.with.mortgage,714200,16500,28.9,0.7
N92000002,Northern Ireland,2018,Buying.with.mortgage,235700,11800,31.4,1.6
K02000001,UK,2018,Buying.with.mortgage,8344900,68800,31.2,0.3
E09000001,City of London,2017,Buying.with.mortgage,-,-,-,-
E09000002,Barking and Dagenham,2017,Buying.with.mortgage,20000,3400,29.8,5.1
E09000003,Barnet,2017,Buying.with.mortgage,41500,6900,29.1,4.9
E09000004,Bexley,2017,Buying.with.mortgage,37100,4800,38.2,4.9
E09000005,Brent,2017,Buying.with.mortgage,24700,4500,24,4.4
E09000006,Bromley,2017,Buying.with.mortgage,52200,6800,38.7,5
E09000007,Camden,2017,Buying.with.mortgage,17900,4100,16.5,3.8
E09000008,Croydon,2017,Buying.with.mortgage,58800,7200,39.6,4.9
E09000009,Ealing,2017,Buying.with.mortgage,35000,6500,29.5,5.5
E09000010,Enfield,2017,Buying.with.mortgage,36600,6300,28.9,5
E09000011,Greenwich,2017,Buying.with.mortgage,36200,5500,33.9,5.2
E09000012,Hackney,2017,Buying.with.mortgage,19600,4500,17.5,4
E09000013,Hammersmith and Fulham,2017,Buying.with.mortgage,13500,3100,17.9,4.1
E09000014,Haringey,2017,Buying.with.mortgage,21700,4000,22.2,4.1
E09000015,Harrow,2017,Buying.with.mortgage,26800,4400,30,5
E09000016,Havering,2017,Buying.with.mortgage,39000,5300,38.5,5.2
E09000017,Hillingdon,2017,Buying.with.mortgage,35800,5400,33.7,5.1
E09000018,Hounslow,2017,Buying.with.mortgage,28200,5400,29.6,5.6
E09000019,Islington,2017,Buying.with.mortgage,18000,4100,17.4,4
E09000020,Kensington and Chelsea,2017,Buying.with.mortgage,9000,2200,13,3.3
E09000021,Kingston upon Thames,2017,Buying.with.mortgage,20200,3400,31.1,5.2
E09000022,Lambeth,2017,Buying.with.mortgage,35400,7200,26.1,5.3
E09000023,Lewisham,2017,Buying.with.mortgage,41700,6100,34.7,5.1
E09000024,Merton,2017,Buying.with.mortgage,28200,4500,33.9,5.4
E09000025,Newham,2017,Buying.with.mortgage,25000,5500,21.8,4.8
E09000026,Redbridge,2017,Buying.with.mortgage,33000,4800,33.3,4.8
E09000027,Richmond upon Thames,2017,Buying.with.mortgage,28500,4200,35.5,5.3
E09000028,Southwark,2017,Buying.with.mortgage,31400,5600,24.4,4.4
E09000029,Sutton,2017,Buying.with.mortgage,30500,4400,38.2,5.5
E09000030,Tower Hamlets,2017,Buying.with.mortgage,17500,4800,15,4.1
E09000031,Waltham Forest,2017,Buying.with.mortgage,34200,5400,35.9,5.6
E09000032,Wandsworth,2017,Buying.with.mortgage,41500,6900,33,5.4
E09000033,Westminster,2017,Buying.with.mortgage,13600,3500,12.8,3.3
E13000001,Inner London,2017,Buying.with.mortgage,305900,17200,21.6,1.2
E13000002,Outer London,2017,Buying.with.mortgage,646400,22900,33.3,1.2
E12000001,North East,2017,Buying.with.mortgage,344000,11100,30,1
E12000002,North West,2017,Buying.with.mortgage,790000,20200,32.3,0.8
E12000003,Yorkshire and The Humber,2017,Buying.with.mortgage,719700,20300,31.7,0.9
E12000004,East Midlands,2017,Buying.with.mortgage,651500,23400,33.3,1.2
E12000005,West Midlands,2017,Buying.with.mortgage,702100,21100,29.9,0.9
E12000006,East of England,2017,Buying.with.mortgage,818700,25800,32.7,1
E12000007,London,2017,Buying.with.mortgage,953000,28900,28.3,0.9
E12000008,South East,2017,Buying.with.mortgage,1261600,28200,34.7,0.8
E12000009,South West,2017,Buying.with.mortgage,747200,20400,32.2,0.9
W92000004,Wales,2017,Buying.with.mortgage,390800,9700,29.2,0.7
S92000003,Scotland,2017,Buying.with.mortgage,718700,16300,29.3,0.7
N92000002,Northern Ireland,2017,Buying.with.mortgage,228200,13000,30.3,1.7
K02000001,UK,2017,Buying.with.mortgage,8325700,67800,31.4,0.3
E09000001,City of London,2016,Buying.with.mortgage,-,-,-,-
E09000002,Barking and Dagenham,2016,Buying.with.mortgage,20000,3400,29.8,5.1
E09000003,Barnet,2016,Buying.with.mortgage,41500,6900,29.1,4.9
E09000004,Bexley,2016,Buying.with.mortgage,37100,4800,38.2,4.9
E09000005,Brent,2016,Buying.with.mortgage,24700,4500,24,4.4
E09000006,Bromley,2016,Buying.with.mortgage,52200,6800,38.7,5
E09000007,Camden,2016,Buying.with.mortgage,17900,4100,16.5,3.8
E09000008,Croydon,2016,Buying.with.mortgage,58800,7200,39.6,4.9
E09000009,Ealing,2016,Buying.with.mortgage,35000,6500,29.5,5.5
E09000010,Enfield,2016,Buying.with.mortgage,36600,6300,28.9,5
E09000011,Greenwich,2016,Buying.with.mortgage,36200,5500,33.9,5.2
E09000012,Hackney,2016,Buying.with.mortgage,19600,4500,17.5,4
E09000013,Hammersmith and Fulham,2016,Buying.with.mortgage,13500,3100,17.9,4.1
E09000014,Haringey,2016,Buying.with.mortgage,21700,4000,22.2,4.1
E09000015,Harrow,2016,Buying.with.mortgage,26800,4400,30,5
E09000016,Havering,2016,Buying.with.mortgage,39000,5300,38.5,5.2
E09000017,Hillingdon,2016,Buying.with.mortgage,35800,5400,33.7,5.1
E09000018,Hounslow,2016,Buying.with.mortgage,28200,5400,29.6,5.6
E09000019,Islington,2016,Buying.with.mortgage,18000,4100,17.4,4
E09000020,Kensington and Chelsea,2016,Buying.with.mortgage,9000,2200,13,3.3
E09000021,Kingston upon Thames,2016,Buying.with.mortgage,20200,3400,31.1,5.2
